start_date,end_date,data_set,minimum_profit,cut_off,moving_average_count,winners.size,losers.size,winning_percentage,cut_off_percentage
2014-08-02T00:00:00+00:00,2016-08-02T00:00:00+00:00,USDCHF,38,-4,10,1,0,100.0,-40.0
2014-08-02T00:00:00+00:00,2016-08-02T00:00:00+00:00,EURJPY,38,-4,10,7,3,70.0,-40.0
2013-08-02T00:00:00+00:00,2015-08-02T00:00:00+00:00,AUDUSD,38,-4,10,0,1,0.0,-40.0
2013-08-02T00:00:00+00:00,2015-08-02T00:00:00+00:00,EURUSD,38,-4,10,1,2,33.33,-40.0
2013-08-02T00:00:00+00:00,2015-08-02T00:00:00+00:00,USDCHF,38,-4,10,1,0,100.0,-40.0
2013-08-02T00:00:00+00:00,2015-08-02T00:00:00+00:00,EURJPY,38,-4,10,4,4,50.0,-40.0
2012-08-02T00:00:00+00:00,2014-08-02T00:00:00+00:00,EURUSD,38,-4,10,1,2,33.33,-40.0
2012-08-02T00:00:00+00:00,2014-08-02T00:00:00+00:00,EURJPY,38,-4,10,1,4,20.0,-40.0
2011-08-02T00:00:00+00:00,2013-08-02T00:00:00+00:00,EURUSD,38,-4,10,0,1,0.0,-40.0
2011-08-02T00:00:00+00:00,2013-08-02T00:00:00+00:00,EURJPY,38,-4,10,3,6,33.33,-40.0
2010-08-02T00:00:00+00:00,2012-08-02T00:00:00+00:00,EURUSD,38,-4,10,2,1,66.67,-40.0
2010-08-02T00:00:00+00:00,2012-08-02T00:00:00+00:00,GBPUSD,38,-4,10,0,1,0.0,-40.0
2010-08-02T00:00:00+00:00,2012-08-02T00:00:00+00:00,USDCHF,38,-4,10,1,1,50.0,-40.0
2010-08-02T00:00:00+00:00,2012-08-02T00:00:00+00:00,NZDUSD,38,-4,10,1,2,33.33,-40.0
2010-08-02T00:00:00+00:00,2012-08-02T00:00:00+00:00,EURJPY,38,-4,10,3,6,33.33,-40.0
2009-08-02T00:00:00+00:00,2011-08-02T00:00:00+00:00,EURUSD,38,-4,10,1,1,50.0,-40.0
2009-08-02T00:00:00+00:00,2011-08-02T00:00:00+00:00,GBPUSD,38,-4,10,0,1,0.0,-40.0
2009-08-02T00:00:00+00:00,2011-08-02T00:00:00+00:00,USDCHF,38,-4,10,1,1,50.0,-40.0
2009-08-02T00:00:00+00:00,2011-08-02T00:00:00+00:00,NZDUSD,38,-4,10,1,2,33.33,-40.0
2007-08-02T00:00:00+00:00,2009-08-02T00:00:00+00:00,USDJPY,38,-4,10,0,3,0.0,-40.0
2007-08-02T00:00:00+00:00,2009-08-02T00:00:00+00:00,EURJPY,38,-4,10,1,1,50.0,-40.0
2015-08-02T00:00:00+00:00,2017-08-02T00:00:00+00:00,EURJPY,38,-4,12,4,4,50.0,-33.33
2014-08-02T00:00:00+00:00,2016-08-02T00:00:00+00:00,EURUSD,38,-4,12,0,1,0.0,-33.33
2014-08-02T00:00:00+00:00,2016-08-02T00:00:00+00:00,GBPUSD,38,-4,12,0,1,0.0,-33.33
2014-08-02T00:00:00+00:00,2016-08-02T00:00:00+00:00,USDCHF,38,-4,12,1,0,100.0,-33.33
2014-08-02T00:00:00+00:00,2016-08-02T00:00:00+00:00,EURJPY,38,-4,12,9,4,69.23,-33.33
2013-08-02T00:00:00+00:00,2015-08-02T00:00:00+00:00,EURUSD,38,-4,12,1,2,33.33,-33.33
2013-08-02T00:00:00+00:00,2015-08-02T00:00:00+00:00,GBPUSD,38,-4,12,0,1,0.0,-33.33
