date,direction,entry,target_or_stop,exit_date,exit,ticks
2007-12-04T09:00,long,1.12810,target,2007-12-04T10:00,1.12975,17
2007-12-10T01:00,long,1.12809,target,2007-12-10T02:00,1.12859,5
2007-12-20T23:00,short,1.15819,stopped,2007-12-21T00:00,1.15924,-10
2008-01-08T14:00,long,1.11615,stopped,2008-01-08T16:00,1.11407,-21
2008-01-10T00:00,short,1.11655,target,2008-01-10T02:00,1.11575,8
2008-01-24T17:00,long,1.08820,stopped,2008-01-24T19:00,1.08675,-14
2008-02-13T10:00,short,1.10327,target,2008-02-13T12:00,1.10205,12
2008-02-13T14:00,short,1.10354,stopped,2008-02-13T15:00,1.10484,-13
2008-02-14T15:00,long,1.10417,stopped,2008-02-14T18:00,1.10081,-34
2008-03-05T20:00,long,1.03513,target,2008-03-05T23:00,1.03675,16
2008-03-19T00:00,short,1.00188,target,2008-03-19T02:00,0.99843,35
2008-03-25T06:00,long,1.01294,stopped,2008-03-25T13:00,1.00973,-32
2008-04-04T15:00,long,1.00954,stopped,2008-04-04T16:00,1.00374,-58
2008-04-11T08:00,short,1.00645,target,2008-04-11T09:00,1.00391,25
2008-04-22T12:00,long,1.00821,target,2008-04-22T13:00,1.01024,20
2008-04-29T09:00,short,1.03567,stopped,2008-04-29T10:00,1.03710,-14
2008-05-07T09:00,short,1.05369,stopped,2008-05-07T13:00,1.05570,-20
2008-06-03T17:00,short,1.04363,target,2008-06-04T11:00,1.03826,54
2008-06-12T01:00,long,1.03117,stopped,2008-06-12T02:00,1.03043,-7
2008-06-18T13:00,short,1.04500,target,2008-06-18T14:00,1.04318,18
2008-06-19T15:00,short,1.04457,target,2008-06-20T10:00,1.04166,29
2008-06-27T03:00,long,1.02402,target,2008-06-27T07:00,1.02600,20
2008-07-01T10:00,short,1.02052,target,2008-07-01T12:00,1.01818,23
2008-07-02T22:00,long,1.01425,target,2008-07-03T05:00,1.01533,11
2008-07-03T10:00,long,1.01438,stopped,2008-07-03T13:00,1.01278,-16
2008-07-17T01:00,short,1.01769,target,2008-07-17T03:00,1.01653,12
2008-07-23T10:00,short,1.03201,stopped,2008-07-23T11:00,1.03450,-25
2008-07-24T11:00,short,1.03775,target,2008-07-25T06:00,1.03507,27
2008-07-29T04:00,long,1.03317,stopped,2008-07-29T05:00,1.03242,-7
2008-07-29T11:00,long,1.03409,target,2008-07-29T14:00,1.03641,23
2008-07-30T13:00,short,1.04731,target,2008-07-30T14:00,1.04662,7
2008-07-31T10:00,long,1.04659,stopped,2008-07-31T15:00,1.04404,-26
2008-08-01T05:00,short,1.04950,target,2008-08-01T06:00,1.04905,4
2008-08-05T05:00,short,1.05037,stopped,2008-08-05T07:00,1.05093,-6
2008-08-05T07:00,short,1.05043,stopped,2008-08-05T08:00,1.05114,-7
2008-08-12T02:00,short,1.08600,stopped,2008-08-12T04:00,1.08823,-22
2008-08-13T10:00,long,1.08532,target,2008-08-13T11:00,1.08812,28
2008-08-15T08:00,short,1.09729,stopped,2008-08-15T09:00,1.09882,-15
2008-08-26T10:00,short,1.10007,stopped,2008-08-26T11:00,1.10351,-34
2008-08-28T08:00,long,1.09313,stopped,2008-08-28T09:00,1.09102,-21
2008-09-01T04:00,short,1.10319,target,2008-09-01T09:00,1.10161,16
2008-09-12T10:00,long,1.13533,target,2008-09-12T14:00,1.13800,27
2008-09-16T11:00,long,1.10721,target,2008-09-16T12:00,1.10964,24
2008-10-03T21:00,long,1.12628,target,2008-10-05T23:00,1.13060,43
2008-10-10T07:00,long,1.12679,stopped,2008-10-10T09:00,1.12256,-42
2008-10-15T03:00,short,1.13748,target,2008-10-15T09:00,1.13514,23
2008-11-07T03:00,short,1.17820,target,2008-11-07T04:00,1.17657,16
2008-11-12T00:00,short,1.18768,stopped,2008-11-12T01:00,1.18792,-2
2008-11-12T01:00,short,1.18729,target,2008-11-12T02:00,1.18486,24
2008-11-18T03:00,short,1.19940,target,2008-11-18T06:00,1.19799,14
2008-11-19T05:00,short,1.20419,stopped,2008-11-19T07:00,1.20529,-11
2008-11-19T17:00,long,1.20687,target,2008-11-20T15:00,1.21940,125
2008-11-24T06:00,long,1.21966,stopped,2008-11-24T08:00,1.21674,-29
2008-12-02T17:00,long,1.20460,target,2008-12-03T06:00,1.20967,51
2008-12-10T09:00,long,1.20317,target,2008-12-10T11:00,1.20639,32
