date,direction,entry,target_or_stop,exit_date,exit,ticks,could_of_been_better
2014-04-22T16:00,long,1.10126,target,2014-04-22T17:00,1.10254,26,10
2014-04-24T14:00,long,1.10282,stopped,2014-04-25T15:00,1.10145,-27,25
2014-04-25T15:00,long,1.10230,target,2014-04-25T18:00,1.10327,19,10
2014-05-09T16:00,short,1.08961,target,2014-05-12T14:00,1.08771,38,22
2014-05-19T09:00,long,1.08590,target,2014-05-19T17:00,1.08685,19,14
2014-05-22T19:00,long,1.08992,stopped,2014-05-23T15:00,1.08835,-31,28
2014-05-30T14:00,long,1.08295,target,2014-05-30T15:00,1.08373,16,2
2014-06-05T18:00,short,1.09356,target,2014-06-06T10:00,1.09115,48,10
2014-06-06T15:00,long,1.09343,stopped,2014-06-09T17:00,1.09054,-58,50
2014-06-10T06:00,long,1.09023,stopped,2014-06-10T08:00,1.08984,-8,7
2014-06-12T09:00,long,1.08661,stopped,2014-06-12T12:00,1.08574,-17,17
2014-06-16T17:00,long,1.08506,target,2014-06-17T15:00,1.08666,32,24
2014-06-18T21:00,short,1.08684,target,2014-06-18T23:00,1.08422,52,10
2014-06-19T00:00,long,1.08397,stopped,2014-06-19T03:00,1.08336,-12,11
2014-06-23T03:00,long,1.07534,stopped,2014-06-23T05:00,1.07502,-6,6
2014-06-24T11:00,long,1.07200,target,2014-06-24T12:00,1.07249,10,4
2014-06-25T02:00,short,1.07447,stopped,2014-06-25T05:00,1.07482,-7,6
2014-07-02T00:00,long,1.06329,target,2014-07-02T03:00,1.06375,9,1
2014-07-09T15:00,long,1.06747,stopped,2014-07-09T17:00,1.06606,-28,28
2014-07-13T23:00,short,1.07349,target,2014-07-14T01:00,1.07302,9,5
2014-07-16T14:00,short,1.07627,stopped,2014-07-16T17:00,1.07753,-25,11
2014-07-16T17:00,short,1.07588,target,2014-07-16T19:00,1.07243,69,14
2014-07-22T15:00,short,1.07332,stopped,2014-07-25T11:00,1.07606,-55,51
2014-07-29T00:00,long,1.07991,target,2014-07-29T04:00,1.08022,6,3
2014-08-07T05:00,long,1.09144,target,2014-08-07T08:00,1.09185,8,4
2014-08-22T01:00,long,1.09433,stopped,2014-08-22T05:00,1.09389,-9,8
2014-08-26T19:00,long,1.09510,stopped,2014-08-27T03:00,1.09403,-21,12
2014-08-29T17:00,long,1.08481,target,2014-09-02T04:00,1.08862,76,19
2014-09-09T03:00,short,1.09818,target,2014-09-09T04:00,1.09795,5,0
2014-09-11T15:00,short,1.09916,stopped,2014-09-11T17:00,1.10230,-63,54
2014-09-12T07:00,short,1.10497,target,2014-09-12T09:00,1.10393,21,11
2014-09-15T08:00,short,1.10943,target,2014-09-15T09:00,1.10906,7,9
2014-09-25T15:00,short,1.11130,target,2014-09-25T16:00,1.10994,27,2
2014-09-30T14:00,short,1.11744,target,2014-09-30T15:00,1.11598,29,9
2014-10-10T00:00,short,1.11825,stopped,2014-10-10T01:00,1.11905,-16,14
2014-10-16T20:00,long,1.12576,stopped,2014-10-17T14:00,1.12256,-64,61
2014-10-17T15:00,long,1.12336,target,2014-10-17T19:00,1.12573,47,38
2014-10-27T13:00,short,1.12405,target,2014-10-27T14:00,1.12375,6,1
2014-11-04T10:00,short,1.13707,stopped,2014-11-04T11:00,1.13819,-23,19
2014-11-10T04:00,long,1.13281,stopped,2014-11-10T12:00,1.13112,-34,30
2014-11-11T06:00,short,1.13844,target,2014-11-11T07:00,1.13843,0,0
2014-11-20T18:00,long,1.13120,stopped,2014-11-21T12:00,1.12920,-40,33
2014-12-09T00:00,short,1.14793,stopped,2014-12-09T02:00,1.14872,-16,15
2014-12-17T20:00,long,1.16238,stopped,2014-12-17T21:00,1.15922,-63,61
2014-12-29T13:00,short,1.16240,stopped,2014-12-29T19:00,1.16424,-37,34
2015-01-06T03:00,long,1.17473,stopped,2015-01-06T04:00,1.17411,-12,12
2015-01-13T00:00,short,1.19729,target,2015-01-13T02:00,1.19684,9,8
2015-01-16T12:00,short,1.19882,target,2015-01-16T13:00,1.19783,20,23
2015-01-21T02:00,short,1.21025,target,2015-01-21T04:00,1.20913,22,1
2015-01-27T03:00,short,1.24862,target,2015-01-27T06:00,1.24786,15,15
2015-02-20T17:00,short,1.25114,stopped,2015-02-23T09:00,1.25657,-109,102
2015-02-23T09:00,short,1.25537,stopped,2015-02-23T10:00,1.25673,-27,25
2015-02-26T17:00,short,1.24899,stopped,2015-02-26T22:00,1.25322,-85,83
2015-03-18T04:00,short,1.27897,stopped,2015-03-18T08:00,1.27999,-20,19
2015-03-30T03:00,short,1.26086,stopped,2015-03-30T09:00,1.26314,-45,44
2015-03-31T07:00,short,1.26993,stopped,2015-03-31T09:00,1.27122,-26,24
2015-04-03T00:00,long,1.25612,target,2015-04-03T03:00,1.25680,14,3
2015-04-22T13:00,long,1.22376,target,2015-04-22T18:00,1.22650,55,20
2015-04-27T11:00,short,1.21730,target,2015-04-27T15:00,1.21514,43,9
2015-05-15T09:00,short,1.19864,stopped,2015-05-15T11:00,1.20076,-42,38
2015-05-28T14:00,short,1.24810,stopped,2015-05-28T15:00,1.25041,-46,43
2015-05-29T02:00,long,1.24252,stopped,2015-05-29T03:00,1.24192,-12,12
2015-06-11T15:00,short,1.22983,stopped,2015-06-15T13:00,1.23557,-115,113
2015-06-17T21:00,short,1.22289,stopped,2015-06-23T16:00,1.23550,-252,242
2015-06-26T23:00,long,1.23192,target,2015-06-28T22:00,1.23281,18,0
2015-06-29T10:00,long,1.23254,target,2015-06-29T12:00,1.23477,45,14
2015-07-07T03:00,short,1.26607,target,2015-07-07T04:00,1.26577,6,4
2015-07-24T06:00,short,1.30278,stopped,2015-07-24T14:00,1.30506,-46,44
2015-08-04T04:00,short,1.31699,target,2015-08-04T05:00,1.31640,12,0
2015-08-21T18:00,short,1.31444,stopped,2015-08-24T01:00,1.31952,-102,97
2015-08-25T02:00,short,1.32860,target,2015-08-25T03:00,1.32817,9,10
2015-09-02T00:00,short,1.32490,target,2015-09-02T03:00,1.32383,21,16
2015-09-07T14:00,short,1.32886,target,2015-09-07T15:00,1.32825,12,6
2015-09-29T00:00,short,1.33933,stopped,2015-09-29T03:00,1.33997,-13,13
2015-10-15T03:00,long,1.29270,stopped,2015-10-15T05:00,1.29093,-35,35
2015-10-22T00:00,short,1.31370,target,2015-10-22T03:00,1.31301,14,10
2015-11-20T15:00,short,1.32950,stopped,2015-11-20T18:00,1.33409,-92,83
2015-11-27T10:00,short,1.33130,stopped,2015-11-27T11:00,1.33266,-27,25
2015-12-01T11:00,long,1.33317,target,2015-12-01T15:00,1.33545,46,41
2015-12-04T16:00,short,1.33562,stopped,2015-12-07T10:00,1.34173,-122,119
2015-12-15T13:00,long,1.36959,target,2015-12-15T15:00,1.37195,47,8
2015-12-18T15:00,short,1.39688,target,2015-12-18T16:00,1.39366,64,23
2015-12-23T00:00,long,1.39218,stopped,2015-12-23T10:00,1.39082,-27,26
2015-12-28T00:00,long,1.38389,target,2015-12-28T09:00,1.38615,45,24
2016-01-12T08:00,short,1.42431,target,2016-01-12T09:00,1.42290,28,6
2016-01-14T11:00,short,1.43662,target,2016-01-14T15:00,1.43356,61,61
2016-01-26T16:00,long,1.41496,stopped,2016-01-26T17:00,1.41232,-53,49
2016-01-27T15:00,long,1.41077,stopped,2016-01-27T18:00,1.40406,-134,126
2016-02-11T11:00,short,1.39697,stopped,2016-02-11T13:00,1.40014,-63,61
2016-02-11T21:00,short,1.39292,target,2016-02-12T18:00,1.38423,174,73
2016-02-18T00:00,long,1.36894,stopped,2016-02-18T04:00,1.36651,-49,47
2016-03-09T01:00,short,1.34187,stopped,2016-03-09T03:00,1.34278,-18,17
2016-03-16T14:00,short,1.33739,target,2016-03-16T16:00,1.33434,61,10
2016-03-17T03:00,long,1.31062,stopped,2016-03-17T09:00,1.30702,-72,53
2016-03-30T03:00,long,1.30655,stopped,2016-03-30T10:00,1.30494,-32,30
2016-04-05T00:00,short,1.30804,target,2016-04-05T02:00,1.30730,15,4
2016-04-15T17:00,short,1.28761,target,2016-04-15T18:00,1.28501,52,8
2016-04-18T20:00,long,1.28122,stopped,2016-04-18T22:00,1.27945,-36,33
2016-04-22T17:00,long,1.26522,target,2016-04-22T19:00,1.26832,62,38
2016-04-27T21:00,short,1.26203,target,2016-04-28T09:00,1.25464,148,12
2016-04-29T10:00,long,1.25267,stopped,2016-04-29T12:00,1.25127,-28,27
2016-04-29T15:00,long,1.25405,stopped,2016-04-29T16:00,1.24989,-83,77
2016-05-09T11:00,short,1.29320,target,2016-05-09T12:00,1.29109,42,10
2016-05-13T10:00,short,1.28542,stopped,2016-05-13T15:00,1.28839,-59,57
2016-05-20T17:00,short,1.31275,stopped,2016-05-23T13:00,1.31636,-72,72
2016-05-26T00:00,long,1.30220,target,2016-05-26T01:00,1.30321,20,0
2016-05-31T05:00,long,1.30284,stopped,2016-05-31T06:00,1.30237,-9,7
2016-06-02T16:00,short,1.31088,target,2016-06-02T18:00,1.30744,69,37
2016-06-09T15:00,short,1.27400,stopped,2016-06-09T16:00,1.27639,-48,39
2016-06-09T16:00,short,1.27313,target,2016-06-10T15:00,1.26967,69,55
2016-06-15T00:00,short,1.28649,target,2016-06-15T04:00,1.28565,17,18
2016-06-30T03:00,long,1.29393,target,2016-06-30T04:00,1.29485,19,6
2016-07-08T10:00,short,1.30086,stopped,2016-07-08T12:00,1.30224,-28,26
2016-07-08T12:00,short,1.30131,target,2016-07-08T13:00,1.30043,18,5
2016-07-15T19:00,short,1.29722,target,2016-07-15T20:00,1.29575,29,3
2016-07-19T11:00,short,1.30066,stopped,2016-07-19T14:00,1.30266,-40,38
2016-07-21T22:00,short,1.30853,stopped,2016-07-22T04:00,1.31020,-34,25
2016-07-26T15:00,short,1.32369,target,2016-07-26T16:00,1.32305,13,6
2016-07-27T03:00,long,1.31760,target,2016-07-27T06:00,1.31926,33,32
2016-07-27T17:00,long,1.32202,stopped,2016-07-28T02:00,1.31565,-127,124
2016-08-02T02:00,short,1.31240,stopped,2016-08-02T04:00,1.31323,-17,16
2016-08-04T00:00,long,1.30767,stopped,2016-08-04T03:00,1.30613,-31,24
